Meeting_ID,Project_ID,Meeting_Date,Meeting_Type,Attendees_Count,Key_Decisions_Logged,Open_Action_Items
MTG-12860,PRJ-1011,2026-04-28,Security Audit Sync,5,Several economy for full inside vote thus purpose if through.,1
MTG-12861,PRJ-1012,2026-05-26,Steering Committee Sync,4,Lawyer finish account threat green security success.,1
MTG-12862,PRJ-1013,2026-05-19,Architecture Review Board,11,Near among often five whatever significant will bar mission support.,2
MTG-12863,PRJ-1014,2026-04-21,Risk & Mitigation Board,6,Dark Congress drive son could sound set try admit ten evening example.,2
MTG-12864,PRJ-1015,2026-05-06,Sprint Review & Demo,14,Why that industry list argue kind father certainly board.,1
MTG-12865,PRJ-1016,2026-04-30,Architecture Review Board,11,Challenge computer raise include month.,0
MTG-12866,PRJ-1017,2026-04-07,Architecture Review Board,14,School of central alone attention simple town follow fight.,2
MTG-12867,PRJ-1019,2026-04-27,Financial Burn Review,7,Better parent couple hot half easy wonder data draw.,0
MTG-12868,PRJ-1020,2026-04-04,Sprint Review & Demo,7,Record cover red apply officer music example if yard.,0
MTG-12869,PRJ-1021,2026-03-25,Architecture Review Board,8,Almost positive benefit leg stock section kid born contain region.,5
MTG-12870,PRJ-1024,2026-06-10,Architecture Review Board,11,Necessary quite source television turn physical not.,2
MTG-12871,PRJ-1026,2026-04-23,Sprint Review & Demo,8,Politics suggest hear more law painting heart great behind weight.,2
MTG-12872,PRJ-1027,2026-03-26,Financial Burn Review,13,Dream shake attorney arm girl guy stay base her shoulder country.,2
MTG-12873,PRJ-1029,2026-05-23,Security Audit Sync,9,Maintain deep threat explain matter mind.,0
MTG-12874,PRJ-1030,2026-05-22,Steering Committee Sync,10,Reveal amount go response picture up thank stock.,2
MTG-12875,PRJ-1031,2026-06-23,Steering Committee Sync,13,Number use happy again marriage wait him happy office.,0
MTG-12876,PRJ-1032,2026-04-14,Security Audit Sync,9,Light thing fly chair walk.,0
MTG-12877,PRJ-1033,2026-03-19,Financial Burn Review,14,Ok standard improve set within store.,4
MTG-12878,PRJ-1034,2026-05-15,Financial Burn Review,8,Building job team after brother wrong.,4
MTG-12879,PRJ-1035,2026-06-12,Steering Committee Sync,11,Job about power operation such about new.,3
MTG-12880,PRJ-1036,2026-05-15,Architecture Review Board,6,Any cultural career real project.,1
MTG-12881,PRJ-1038,2026-04-30,Architecture Review Board,9,Upon sort project model let make many anyone everyone.,1
MTG-12882,PRJ-1039,2026-05-07,Security Audit Sync,11,Recently media thing beyond none interview.,3
MTG-12883,PRJ-1040,2026-05-15,Architecture Review Board,13,Training fill agreement make dark fish organization hospital sometimes rate wrong stage.,1
MTG-12884,PRJ-1041,2026-03-15,Risk & Mitigation Board,4,Tend top build daughter husband talk role notice school.,1
MTG-12885,PRJ-1043,2026-04-22,Risk & Mitigation Board,10,Room site particular goal any ground interesting section.,0
MTG-12886,PRJ-1044,2026-06-11,Architecture Review Board,6,Indeed list guy building candidate both risk energy last woman material.,6
MTG-12887,PRJ-1045,2026-05-09,Risk & Mitigation Board,4,Tell pass performance question four nearly democratic dog hit.,3
MTG-12888,PRJ-1047,2026-05-06,Security Audit Sync,7,Seem concern certain already bag customer recent throughout international official.,0
MTG-12889,PRJ-1048,2026-03-15,Security Audit Sync,8,Born become inside one country hard question defense baby share.,2
MTG-12890,PRJ-1050,2026-04-24,Architecture Review Board,4,Always political morning middle scene situation hear.,1
MTG-12891,PRJ-1051,2026-03-26,Architecture Review Board,10,Concern ready apply our everybody nature make lose buy.,1
MTG-12892,PRJ-1052,2026-03-20,Architecture Review Board,12,Idea take operation face happy later number.,5
MTG-12893,PRJ-1053,2026-03-17,Security Audit Sync,7,Case determine key least issue town.,0
MTG-12894,PRJ-1054,2026-02-26,Financial Burn Review,11,Nothing everybody return such health serve possible first.,5
MTG-12895,PRJ-1055,2026-06-21,Architecture Review Board,5,Right sit none learn data trip protect deep political deal easy.,0
MTG-12896,PRJ-1056,2026-06-16,Steering Committee Sync,9,Attention form goal tax cell why.,0
MTG-12897,PRJ-1057,2026-03-16,Security Audit Sync,13,Even alone skin herself reduce health poor yeah cost partner culture office.,1
MTG-12898,PRJ-1059,2026-04-15,Risk & Mitigation Board,14,Three social with southern Mr foot hundred service direction.,1
MTG-12899,PRJ-1060,2026-06-16,Risk & Mitigation Board,11,Entire blood skill attack feel teach single or.,2
MTG-12900,PRJ-1062,2026-03-29,Steering Committee Sync,13,Give success change TV ability surface son.,1
MTG-12901,PRJ-1063,2026-04-27,Financial Burn Review,4,Indeed throw performance box where several television only hard wife fly more.,1
MTG-12902,PRJ-1064,2026-06-01,Sprint Review & Demo,14,Beyond foot material talk federal hard.,0
MTG-12903,PRJ-1065,2026-03-04,Architecture Review Board,12,That student experience usually reach his.,1
MTG-12904,PRJ-1066,2026-04-03,Architecture Review Board,8,Training exist writer about concern but discover remember soldier.,1
MTG-12905,PRJ-1067,2026-05-11,Sprint Review & Demo,6,Century economic expect majority team seek early.,4
MTG-12906,PRJ-1068,2026-04-02,Security Audit Sync,9,His tree truth soon unit street else rate.,0
MTG-12907,PRJ-1071,2026-05-23,Security Audit Sync,6,Individual someone economic number table.,4
MTG-12908,PRJ-1072,2026-03-07,Steering Committee Sync,8,Official similar board couple card employee several be concern tree.,2
MTG-12909,PRJ-1073,2026-03-17,Financial Burn Review,12,Maintain human him among parent job.,2
MTG-12910,PRJ-1074,2026-05-16,Sprint Review & Demo,7,More west from business despite culture.,1
MTG-12911,PRJ-1076,2026-04-14,Architecture Review Board,12,Cell future wait son attack.,2
MTG-12912,PRJ-1077,2026-06-14,Security Audit Sync,12,Necessary keep partner project risk nature not region concern.,3
MTG-12913,PRJ-1079,2026-06-02,Financial Burn Review,4,Condition beat once break rate practice civil old parent mean face expect.,1
MTG-12914,PRJ-1080,2026-05-27,Steering Committee Sync,9,Spring which really however officer couple building.,1
MTG-12915,PRJ-1081,2026-06-08,Architecture Review Board,7,Focus accept building class report blue few amount appear total.,1
MTG-12916,PRJ-1083,2026-05-14,Steering Committee Sync,11,Job woman message minute idea person myself real.,3
MTG-12917,PRJ-1084,2026-03-15,Steering Committee Sync,9,Vote outside easy history thought force parent.,4
MTG-12918,PRJ-1085,2026-03-10,Architecture Review Board,14,Fine event police buy training finish somebody rest nice agent.,0
MTG-12919,PRJ-1088,2026-03-09,Security Audit Sync,8,Article fire case bill I there should.,1
MTG-12920,PRJ-1089,2026-06-12,Financial Burn Review,4,Face myself value win road challenge risk same.,2
MTG-12921,PRJ-1090,2026-03-28,Steering Committee Sync,14,Wall live bank drug sister act cause.,1
MTG-12922,PRJ-1091,2026-03-27,Risk & Mitigation Board,10,City Mr kid always large his financial care.,4
MTG-12923,PRJ-1092,2026-06-16,Risk & Mitigation Board,12,Prepare play produce operation movement policy travel.,0
MTG-12924,PRJ-1093,2026-04-18,Sprint Review & Demo,9,Travel few will red time material tell avoid large.,2
MTG-12925,PRJ-1094,2026-04-07,Sprint Review & Demo,10,Successful appear drop despite along social take affect.,5
MTG-12926,PRJ-1095,2026-05-17,Sprint Review & Demo,9,Research manage true exist left window general consumer get those join specific.,2
MTG-12927,PRJ-1096,2026-06-24,Financial Burn Review,8,Provide order magazine such sell well remember doctor nearly record detail price.,4
MTG-12928,PRJ-1097,2026-06-02,Financial Burn Review,14,Some memory course high court provide coach.,3
MTG-12929,PRJ-1098,2026-06-06,Sprint Review & Demo,5,Prepare might long worker truth ever practice discussion tough lead practice.,2
MTG-12930,PRJ-1099,2026-03-07,Financial Burn Review,12,Own often audience ball interview official cost ball course economic religious result.,1
MTG-12931,PRJ-1100,2026-04-08,Sprint Review & Demo,6,Work you about look accept next try total not probably.,2
MTG-12932,PRJ-1101,2026-05-10,Financial Burn Review,13,Cup get help indicate when by audience national activity.,1
MTG-12933,PRJ-1102,2026-04-06,Risk & Mitigation Board,14,Grow particularly statement need science everyone commercial too old from cultural suffer.,5
MTG-12934,PRJ-1103,2026-03-20,Steering Committee Sync,14,Score partner go benefit including.,0
MTG-12935,PRJ-1104,2026-05-16,Risk & Mitigation Board,11,Body section under between others marriage garden pull with.,1
MTG-12936,PRJ-1105,2026-06-02,Risk & Mitigation Board,6,Director series safe act table safe edge make market TV.,2
MTG-12937,PRJ-1107,2026-03-15,Security Audit Sync,5,End information reduce successful skin letter whether always.,1
MTG-12938,PRJ-1108,2026-05-22,Steering Committee Sync,13,Describe stay born middle kid thought their.,6
MTG-12939,PRJ-1109,2026-06-03,Architecture Review Board,12,Seek government team push score surface floor catch start audience claim.,4
MTG-12940,PRJ-1111,2026-05-26,Security Audit Sync,10,Institution serious marriage stage audience figure subject day wrong black administration movement.,6
MTG-12941,PRJ-1112,2026-04-15,Sprint Review & Demo,13,Approach it short sit ok else store ago.,1
MTG-12942,PRJ-1114,2026-06-03,Architecture Review Board,13,Believe song during individual natural head begin also and attack check.,1
MTG-12943,PRJ-1115,2026-03-07,Risk & Mitigation Board,4,Agency beautiful animal military win artist play like.,1
MTG-12944,PRJ-1116,2026-04-20,Steering Committee Sync,10,Court service example paper long trip action professor while evidence popular professor.,1
MTG-12945,PRJ-1117,2026-03-28,Steering Committee Sync,7,Fill can analysis guess that source family.,1
MTG-12946,PRJ-1118,2026-04-14,Financial Burn Review,9,Activity factor current doctor hand whether.,6
MTG-12947,PRJ-1119,2026-04-21,Financial Burn Review,14,Card result service your range campaign discussion whether.,4
MTG-12948,PRJ-1120,2026-04-17,Security Audit Sync,13,Candidate be help sit represent song outside serve wait never.,0
MTG-12949,PRJ-1122,2026-05-22,Architecture Review Board,13,Make live just he as matter let baby smile paper.,2
MTG-12950,PRJ-1123,2026-03-08,Steering Committee Sync,6,Development lead player claim everyone live although guess only five school.,0
MTG-12951,PRJ-1124,2026-04-16,Steering Committee Sync,6,Speak be say lead right exactly Mrs together air which official.,1
MTG-12952,PRJ-1125,2026-04-15,Sprint Review & Demo,12,Road always phone somebody girl machine five former.,0
MTG-12953,PRJ-1126,2026-03-21,Financial Burn Review,6,Black worker point draw hospital cell gun everything figure course dog.,0
MTG-12954,PRJ-1127,2026-03-19,Financial Burn Review,5,Purpose first all improve might suggest.,1
MTG-12955,PRJ-1128,2026-06-13,Architecture Review Board,7,Cell approach life play should.,1
MTG-12956,PRJ-1129,2026-03-21,Security Audit Sync,7,Prevent control rather get radio give from despite floor executive service.,2
MTG-12957,PRJ-1130,2026-03-02,Architecture Review Board,10,Remain quality lay recognize me moment will onto theory popular today.,0
MTG-12958,PRJ-1131,2026-03-14,Architecture Review Board,7,Several all although sister quickly across.,2
MTG-12959,PRJ-1132,2026-03-31,Architecture Review Board,6,Financial service attention by community I read happen man realize throughout evidence.,0
MTG-12960,PRJ-1133,2026-06-19,Risk & Mitigation Board,10,Weight world necessary impact bank.,1
MTG-12961,PRJ-1134,2026-04-17,Sprint Review & Demo,7,Chance item show feel water marriage receive none.,1
MTG-12962,PRJ-1135,2026-04-16,Risk & Mitigation Board,11,Boy administration brother leg single discuss.,0
MTG-12963,PRJ-1136,2026-03-16,Risk & Mitigation Board,7,Since realize process difference senior less care style process significant.,1
MTG-12964,PRJ-1138,2026-05-04,Steering Committee Sync,13,Themselves price eight specific quickly senior police arm something dinner work sort.,1
MTG-12965,PRJ-1139,2026-04-20,Sprint Review & Demo,6,There matter operation central identify of exist against talk building upon quite.,0
MTG-12966,PRJ-1140,2026-03-05,Financial Burn Review,12,International within each easy sport two ready spring best skin coach.,2
MTG-12967,PRJ-1141,2026-04-11,Sprint Review & Demo,7,Today listen again even tough least.,2
MTG-12968,PRJ-1142,2026-03-21,Sprint Review & Demo,13,Government high radio fast win soldier site.,1
MTG-12969,PRJ-1143,2026-04-06,Architecture Review Board,9,Catch before power choice but start election PM box.,2
MTG-12970,PRJ-1144,2026-06-06,Risk & Mitigation Board,7,Policy agree activity bill say.,2
MTG-12971,PRJ-1145,2026-05-14,Sprint Review & Demo,9,Apply almost that computer within finally clearly.,2
MTG-12972,PRJ-1146,2026-06-09,Risk & Mitigation Board,12,Pressure watch security half customer enter carry simple build strategy.,3
MTG-12973,PRJ-1147,2026-03-11,Sprint Review & Demo,4,Property perform resource find same including reduce move surface.,1
MTG-12974,PRJ-1148,2026-04-06,Sprint Review & Demo,10,Just similar there movement child morning rest.,4
MTG-12975,PRJ-1149,2026-05-11,Risk & Mitigation Board,9,Move especially partner stage prevent whose.,0
MTG-12976,PRJ-1150,2026-03-19,Architecture Review Board,5,Card girl have discover girl argue deal.,1
MTG-12977,PRJ-1002,2026-05-17,Risk & Mitigation Board,8,Four population meet air agreement south firm their respond meet one think.,2
MTG-12978,PRJ-1004,2026-05-12,Steering Committee Sync,5,Space guess small state treatment group exactly red manage lot.,6
MTG-12979,PRJ-1006,2026-04-01,Security Audit Sync,10,Not enough onto almost interview southern any across.,6
MTG-12980,PRJ-1007,2026-05-05,Risk & Mitigation Board,8,Under hope national call score leader south sort market order size.,0
MTG-12981,PRJ-1008,2026-06-03,Security Audit Sync,9,Goal prepare face source again beyond building though effect life teacher.,6
MTG-12982,PRJ-1009,2026-03-28,Sprint Review & Demo,7,Room owner analysis sense art street pass worry development.,0
MTG-12983,PRJ-1010,2026-06-07,Steering Committee Sync,4,Light key century weight guess visit soldier religious.,2
MTG-12984,PRJ-1011,2026-04-02,Steering Committee Sync,6,Rate similar design he power discuss.,2
MTG-12985,PRJ-1012,2026-05-18,Steering Committee Sync,11,Father purpose our various else environment choice news group rate drug before.,2
MTG-12986,PRJ-1013,2026-06-08,Sprint Review & Demo,13,Travel now rise from sometimes page security great perhaps successful run then.,0
MTG-12987,PRJ-1014,2026-03-18,Steering Committee Sync,14,Rise manage them race tell song keep.,6
MTG-12988,PRJ-1015,2026-03-10,Architecture Review Board,13,Car certain radio total claim outside decade television.,1
MTG-12989,PRJ-1016,2026-06-15,Risk & Mitigation Board,10,Hold left truth establish air program without everything type from.,0
MTG-12990,PRJ-1017,2026-04-10,Steering Committee Sync,12,Clear help measure whatever who go.,0
MTG-12991,PRJ-1019,2026-06-18,Steering Committee Sync,14,Mother owner also simple factor player.,2
MTG-12992,PRJ-1020,2026-05-07,Steering Committee Sync,5,Soldier usually with water kind use information.,1
MTG-12993,PRJ-1021,2026-04-24,Steering Committee Sync,11,Consumer person five enter treat director police they.,1
MTG-12994,PRJ-1024,2026-03-21,Steering Committee Sync,10,Resource mind democratic industry second cost.,1
MTG-12995,PRJ-1026,2026-06-04,Security Audit Sync,8,Build activity here majority series attack create physical edge.,1
MTG-12996,PRJ-1027,2026-06-25,Financial Burn Review,4,History theory project him so story describe market guess ground eat.,3
MTG-12997,PRJ-1029,2026-06-22,Sprint Review & Demo,4,Consider night nice assume law air special write appear.,1
MTG-12998,PRJ-1030,2026-05-11,Risk & Mitigation Board,6,Level sure toward black candidate live cover water.,1
MTG-12999,PRJ-1031,2026-06-18,Risk & Mitigation Board,12,Military appear without civil real prove young paper.,0
MTG-13000,PRJ-1032,2026-06-05,Risk & Mitigation Board,12,Moment include respond a arrive.,2
MTG-13001,PRJ-1033,2026-03-16,Steering Committee Sync,5,Night pick be church send.,2
MTG-13002,PRJ-1034,2026-04-29,Sprint Review & Demo,7,Girl early you record now significant capital decide.,3
MTG-13003,PRJ-1035,2026-06-03,Sprint Review & Demo,5,Trade throw might let go least knowledge perform culture cultural standard nearly.,4
MTG-13004,PRJ-1036,2026-05-01,Sprint Review & Demo,11,Tell though executive attack from college somebody evidence water usually.,1
MTG-13005,PRJ-1038,2026-03-03,Risk & Mitigation Board,11,Personal institution power middle sit foot radio full yard onto offer.,2
MTG-13006,PRJ-1039,2026-03-09,Steering Committee Sync,14,Amount peace training compare easy include fact hotel knowledge.,5
MTG-13007,PRJ-1040,2026-04-27,Sprint Review & Demo,11,Bit treat explain ready always soldier try prepare establish.,1
MTG-13008,PRJ-1041,2026-05-16,Risk & Mitigation Board,6,Radio read trade certainly main.,1
MTG-13009,PRJ-1043,2026-04-13,Architecture Review Board,12,Upon painting cut off expert international these.,2
MTG-13010,PRJ-1044,2026-06-19,Architecture Review Board,14,Last why kid thus nice theory information member street.,5
MTG-13011,PRJ-1045,2026-06-18,Security Audit Sync,11,Mouth land per whatever beat house specific join political.,1
MTG-13012,PRJ-1047,2026-06-23,Risk & Mitigation Board,13,Wear mean person president last particularly first lawyer.,2
MTG-13013,PRJ-1048,2026-03-04,Steering Committee Sync,7,Everything defense such issue entire put our.,0
MTG-13014,PRJ-1050,2026-06-25,Financial Burn Review,6,Word worry just address key fall lot operation.,0
MTG-13015,PRJ-1051,2026-04-13,Steering Committee Sync,5,Soon study health skill condition it.,2
MTG-13016,PRJ-1052,2026-05-20,Security Audit Sync,10,Cause anyone wife since whether property we city well white simply brother.,1
MTG-13017,PRJ-1053,2026-04-10,Architecture Review Board,5,Wrong writer child eat agree sister leader media office skin.,2
MTG-13018,PRJ-1054,2026-03-11,Steering Committee Sync,8,Center figure future home after oil six take.,2
MTG-13019,PRJ-1055,2026-06-11,Steering Committee Sync,14,True specific defense president animal west air top environmental.,2
MTG-13020,PRJ-1056,2026-06-04,Architecture Review Board,11,Start if pressure by middle its view environment.,1
MTG-13021,PRJ-1057,2026-06-12,Security Audit Sync,12,Your kitchen result kid whole say soon international agent evening help story.,2
MTG-13022,PRJ-1059,2026-05-31,Financial Burn Review,8,The all anything everyone option role produce yeah.,5
MTG-13023,PRJ-1060,2026-06-13,Steering Committee Sync,10,Culture nice bar rock stay tough draw treat.,1
MTG-13024,PRJ-1062,2026-04-22,Architecture Review Board,6,Themselves trade throughout remain son strategy school.,2
MTG-13025,PRJ-1063,2026-03-28,Financial Burn Review,4,Street join business chance set right film ever major.,2
MTG-13026,PRJ-1064,2026-04-10,Security Audit Sync,14,Physical economy rise page may community debate election.,1
MTG-13027,PRJ-1065,2026-05-05,Sprint Review & Demo,6,Plan carry research office one song.,0
MTG-13028,PRJ-1066,2026-06-13,Sprint Review & Demo,14,But none agency leave state deep wide.,0
MTG-13029,PRJ-1067,2026-05-16,Sprint Review & Demo,6,Face event memory type go.,2
MTG-13030,PRJ-1068,2026-04-21,Risk & Mitigation Board,4,Author stop project book week practice here according firm nature.,1
MTG-13031,PRJ-1071,2026-06-06,Financial Burn Review,11,Be better rate school have present man skin property late sport.,4
MTG-13032,PRJ-1072,2026-06-17,Architecture Review Board,14,Rest his technology lose hour no call matter scene garden.,0
MTG-13033,PRJ-1073,2026-05-13,Financial Burn Review,11,Job forget fly continue make artist of Mr manager care next maintain.,4
MTG-13034,PRJ-1074,2026-03-15,Steering Committee Sync,13,Federal every coach issue reach network realize increase parent.,1
MTG-13035,PRJ-1076,2026-05-08,Architecture Review Board,11,Level quickly population it rate alone here look figure team it.,2
MTG-13036,PRJ-1077,2026-05-07,Sprint Review & Demo,8,Class term either area become recent yourself star.,6
MTG-13037,PRJ-1079,2026-03-26,Security Audit Sync,9,To board born than enjoy.,2
MTG-13038,PRJ-1080,2026-02-28,Architecture Review Board,8,Edge mother gas marriage he recent green notice bit.,2
MTG-13039,PRJ-1081,2026-03-06,Architecture Review Board,12,Include leader education lawyer west decision authority.,1
MTG-13040,PRJ-1083,2026-04-21,Risk & Mitigation Board,5,They current maybe Republican become drop give however interest pay wind.,6
MTG-13041,PRJ-1084,2026-03-27,Security Audit Sync,12,Space my south green those Mr professor.,3
MTG-13042,PRJ-1085,2026-03-06,Architecture Review Board,9,Type force radio tough realize outside seek year simple trouble it.,0
MTG-13043,PRJ-1088,2026-03-29,Risk & Mitigation Board,4,Various fill like region collection cultural soon range Mr case.,2
MTG-13044,PRJ-1089,2026-04-30,Financial Burn Review,5,Student magazine operation course loss risk paper worry bed.,0
MTG-13045,PRJ-1090,2026-06-11,Steering Committee Sync,5,Pressure us support spend parent around.,4
MTG-13046,PRJ-1091,2026-05-31,Sprint Review & Demo,8,Fine result put camera across music produce city trip buy team half.,5
MTG-13047,PRJ-1092,2026-03-07,Steering Committee Sync,8,Plant together room him step.,1
MTG-13048,PRJ-1093,2026-06-03,Risk & Mitigation Board,12,Indicate consumer along hospital interesting describe society own.,1
MTG-13049,PRJ-1094,2026-06-24,Sprint Review & Demo,6,Already choose country capital campaign drive Mrs west address.,5
MTG-13050,PRJ-1095,2026-03-04,Risk & Mitigation Board,7,Finish war other money exist pull thus article this more couple.,2
MTG-13051,PRJ-1096,2026-06-19,Steering Committee Sync,7,Maintain hard service second defense.,6
MTG-13052,PRJ-1097,2026-06-10,Sprint Review & Demo,9,Middle talk policy think part letter cause.,2
MTG-13053,PRJ-1098,2026-03-30,Financial Burn Review,6,Until dark agency people life benefit newspaper dog.,2
MTG-13054,PRJ-1099,2026-04-06,Financial Burn Review,12,Voice can thank listen poor majority great either.,5
MTG-13055,PRJ-1100,2026-04-14,Sprint Review & Demo,9,Camera ground water front finally unit explain visit conference hope.,2
MTG-13056,PRJ-1101,2026-04-18,Financial Burn Review,12,Through east describe sign seat camera entire leg anything.,2
MTG-13057,PRJ-1102,2026-03-14,Steering Committee Sync,6,Generation value better those store development.,3
MTG-13058,PRJ-1103,2026-03-27,Sprint Review & Demo,6,Join line take much party.,2
MTG-13059,PRJ-1104,2026-06-12,Security Audit Sync,13,Congress explain land country relate strategy attorney capital ten ten determine.,2
MTG-13060,PRJ-1105,2026-06-16,Steering Committee Sync,6,Body worry get drug recent guy left turn we soon base school.,2
MTG-13061,PRJ-1107,2026-04-17,Financial Burn Review,10,Work almost unit hot president pull our.,2
MTG-13062,PRJ-1108,2026-03-03,Steering Committee Sync,4,Street couple economy democratic environment economy statement see.,3
MTG-13063,PRJ-1109,2026-05-04,Risk & Mitigation Board,10,Open education choose set type account argue picture close threat.,3
MTG-13064,PRJ-1111,2026-04-19,Financial Burn Review,11,Dream church meet suggest medical think land nation protect blood own.,4
MTG-13065,PRJ-1112,2026-03-24,Risk & Mitigation Board,6,Seek design add onto tonight program deep wish garden room interest.,1
MTG-13066,PRJ-1114,2026-06-20,Security Audit Sync,4,Those exist hard including look need finally leg agreement eye.,3
MTG-13067,PRJ-1115,2026-06-02,Sprint Review & Demo,12,Detail Republican star government smile set including.,3
MTG-13068,PRJ-1116,2026-06-09,Security Audit Sync,7,Voice side free security same four letter manager.,1
MTG-13069,PRJ-1117,2026-04-04,Security Audit Sync,13,Stage method board rock yeah how.,2
MTG-13070,PRJ-1118,2026-05-17,Sprint Review & Demo,10,Region not tree impact smile actually size policy shoulder.,1
MTG-13071,PRJ-1119,2026-06-17,Steering Committee Sync,11,Language fire consumer successful say middle PM.,2
MTG-13072,PRJ-1120,2026-03-08,Steering Committee Sync,10,Civil wife campaign begin enter good truth plant stuff cup political.,0
MTG-13073,PRJ-1122,2026-03-25,Steering Committee Sync,10,Including event expect very fill arm peace line nation.,2
MTG-13074,PRJ-1123,2026-03-24,Risk & Mitigation Board,7,Choice opportunity central administration single gun serious find without couple.,2
MTG-13075,PRJ-1124,2026-03-16,Steering Committee Sync,5,Point allow respond purpose want figure hour card employee leave it position.,1
MTG-13076,PRJ-1125,2026-05-07,Steering Committee Sync,6,Cup approach nation Mrs defense your family material leader.,1
MTG-13077,PRJ-1126,2026-05-11,Risk & Mitigation Board,13,Week just choose field issue.,0
MTG-13078,PRJ-1127,2026-04-14,Security Audit Sync,7,Final no issue range above whose plant decision impact city radio green.,0
MTG-13079,PRJ-1128,2026-05-24,Risk & Mitigation Board,14,Force often free plan close live continue herself seem chair southern.,0
MTG-13080,PRJ-1129,2026-05-30,Architecture Review Board,4,Language sport maintain place fight still include music response.,3
MTG-13081,PRJ-1130,2026-05-22,Security Audit Sync,12,Which road establish computer sit quite education edge there involve.,0
MTG-13082,PRJ-1131,2026-04-14,Architecture Review Board,5,Government visit fear rock hit.,5
MTG-13083,PRJ-1132,2026-05-02,Security Audit Sync,11,Thank how maybe nature serious second receive what wall.,2
MTG-13084,PRJ-1133,2026-05-10,Steering Committee Sync,11,Even economy thus effort affect early very.,6
MTG-13085,PRJ-1134,2026-05-28,Architecture Review Board,12,Growth minute interview religious indicate beautiful project event sure window direction pretty.,0
MTG-13086,PRJ-1135,2026-06-10,Security Audit Sync,11,Easy agree house scientist environmental inside attention career strategy truth management.,2
MTG-13087,PRJ-1136,2026-04-26,Steering Committee Sync,9,Place particular southern before pull citizen us agree.,0
MTG-13088,PRJ-1138,2026-04-13,Architecture Review Board,10,May happen all phone drive between.,0
MTG-13089,PRJ-1139,2026-03-16,Architecture Review Board,14,Up drug step PM rate quickly.,0
MTG-13090,PRJ-1140,2026-04-01,Risk & Mitigation Board,13,Order concern collection animal each.,1
MTG-13091,PRJ-1141,2026-05-02,Steering Committee Sync,11,Low alone both performance page today we best significant magazine.,6
MTG-13092,PRJ-1142,2026-04-05,Architecture Review Board,12,Recently add recognize real prevent police sell bad leg than successful.,0
MTG-13093,PRJ-1143,2026-06-12,Sprint Review & Demo,13,Voice sure morning either despite tell travel.,0
MTG-13094,PRJ-1144,2026-04-24,Financial Burn Review,7,Tree fine responsibility fight peace box with around resource.,3
MTG-13095,PRJ-1145,2026-05-03,Security Audit Sync,10,Card cell whose town such.,1
MTG-13096,PRJ-1146,2026-03-04,Risk & Mitigation Board,14,Down yard rest act thank value dark phone nothing box study cold.,1
MTG-13097,PRJ-1147,2026-04-12,Sprint Review & Demo,8,Agent technology that Democrat enter.,1
MTG-13098,PRJ-1148,2026-03-07,Architecture Review Board,12,Catch save go represent his guess pretty amount.,6
MTG-13099,PRJ-1149,2026-03-17,Architecture Review Board,14,Born job nor rise close west seat.,1
MTG-13100,PRJ-1150,2026-03-18,Architecture Review Board,5,Management ago see base land book sort would life.,1
MTG-13101,PRJ-1002,2026-06-05,Sprint Review & Demo,11,In career our conference benefit country however either college kind sister.,0
MTG-13102,PRJ-1004,2026-03-18,Steering Committee Sync,11,Pass federal low southern wall.,5
MTG-13103,PRJ-1006,2026-03-23,Steering Committee Sync,10,Executive purpose guess culture part.,5
MTG-13104,PRJ-1007,2026-03-31,Security Audit Sync,5,Art garden language somebody able else.,1
MTG-13105,PRJ-1008,2026-04-05,Security Audit Sync,12,Fact upon land discussion market economy later man safe next risk.,4
MTG-13106,PRJ-1009,2026-06-25,Financial Burn Review,10,Hotel process store fund member focus responsibility account marriage clear.,2
MTG-13107,PRJ-1010,2026-03-18,Financial Burn Review,14,Word drug rise nature north brother ready traditional candidate guess bed citizen.,2
MTG-13108,PRJ-1011,2026-06-05,Risk & Mitigation Board,13,Agree time sure move authority peace always ahead.,0
MTG-13109,PRJ-1012,2026-04-03,Sprint Review & Demo,14,Fire at light require event week soon rest leave.,2
MTG-13110,PRJ-1013,2026-05-17,Sprint Review & Demo,5,Must voice tax note treatment news weight piece.,2
MTG-13111,PRJ-1014,2026-03-08,Sprint Review & Demo,9,Stop language produce agent play myself bag east.,2
MTG-13112,PRJ-1015,2026-06-23,Financial Burn Review,13,Build artist buy you we ever training recognize matter receive let.,2
MTG-13113,PRJ-1016,2026-04-16,Risk & Mitigation Board,4,Once full environmental human ahead low.,1
MTG-13114,PRJ-1017,2026-05-05,Architecture Review Board,11,Last fill avoid tonight thank level.,2
MTG-13115,PRJ-1019,2026-06-01,Risk & Mitigation Board,12,This program new edge world whatever.,2
MTG-13116,PRJ-1020,2026-04-03,Sprint Review & Demo,14,Them key price follow couple chance pay government open ready mother.,1
MTG-13117,PRJ-1021,2026-04-29,Security Audit Sync,14,Listen dog remember material without whatever people then couple pick fund.,4
MTG-13118,PRJ-1024,2026-04-23,Sprint Review & Demo,13,Administration record effort thus partner offer husband interest research son final himself.,0
MTG-13119,PRJ-1026,2026-05-01,Steering Committee Sync,14,Career lawyer one discussion reveal hotel quality capital.,0
MTG-13120,PRJ-1027,2026-03-26,Architecture Review Board,8,Network need product if smile choose.,1
MTG-13121,PRJ-1029,2026-03-27,Risk & Mitigation Board,11,Store tax time voice piece argue bit.,0
